trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights,transport_mode,accommodation_type,visa_type,booking_channel,advance_booking_days,budget_per_person_usd,total_trip_spend_usd,restaurant_spend_per_day_usd,attractions_visited,local_transport_used,travel_insurance,repeat_visitor,overall_satisfaction,trip_rating,safety_perception,language_barrier,wifi_satisfaction,would_recommend,social_media_shared,eco_friendly_choices,carbon_footprint_kg_co2,currency_satisfaction,health_safety_compliance
TRP0004111,2024,12,Summer (Jun-Aug),Turkey,Thailand,Leisure/Tourism,Couple,1,6,Air,4-Star Hotel,Visa-Free,Online Travel Agency,19,2091.76,2091.76,122.64,10,Tour Bus,No,Yes,Satisfied,2,Unsafe,Severe,Excellent,Probably,None,No,640.0,Favorable,Full
TRP0004112,2020,7,Spring (Mar-May),India,Spain,Religious/Pilgrimage,Couple,2,18,Air,3-Star Hotel,Visa-Free,Direct Hotel/Airline,26,5153.03,10306.06,27.62,7,Walking/Cycling,Yes,No,Satisfied,5,Unsafe,Mild,Average,Probably,Facebook,Partially,1455.2,Favorable,Partial
TRP0004113,2022,6,Winter (Dec-Feb),China,Greece,Leisure/Tourism,Group Tour,19,9,Air,Budget Hotel/Hostel,E-Visa,Corporate Booking,44,406.75,7728.25,27.26,8,Taxi/Ride-share,No,Yes,Satisfied,4,Safe,Moderate,Poor,Probably,None,No,7879.0,Favorable,None
TRP0004114,2024,10,Winter (Dec-Feb),Netherlands,Egypt,Religious/Pilgrimage,Couple,1,10,Air,Budget Hotel/Hostel,Visa-Free,Travel Agent,20,521.05,521.05,70.52,5,Public Transport,Yes,Yes,Very Dissatisfied,3,Safe,Mild,Good,Definitely,Multiple Platforms,Partially,241.6,Favorable,Full
TRP0004115,2021,4,Summer (Jun-Aug),Spain,Morocco,Leisure/Tourism,Family,6,13,Road,3-Star Hotel,E-Visa,Direct Hotel/Airline,68,868.63,5211.78,27.86,4,Walking/Cycling,Yes,No,Satisfied,3,Safe,Mild,Good,Probably,None,No,286.4,Very Favorable,Full
TRP0004116,2024,11,Winter (Dec-Feb),Germany,Indonesia,Business,Group Tour,25,2,Air,5-Star Hotel,Visa-Free,Corporate Booking,135,6324.79,158119.75,79.17,6,Taxi/Ride-share,Yes,No,Very Satisfied,4,Unsafe,None,Good,Probably Not,None,No,5097.3,Very Favorable,Full
TRP0004117,2020,8,Winter (Dec-Feb),UAE,Spain,Business,Group Tour,10,3,Air,5-Star Hotel,Visa on Arrival,Online Travel Agency,16,1847.78,18477.8,77.01,5,Taxi/Ride-share,Yes,Yes,Neutral,2,Neutral,None,Poor,Probably,Facebook,No,2307.5,Favorable,None
TRP0004118,2024,4,Spring (Mar-May),Canada,Australia,Education,Group Tour,21,38,Air,3-Star Hotel,Visa on Arrival,Direct Hotel/Airline,76,1248.88,26226.48,56.95,7,Rental Car,No,Yes,Satisfied,4,Very Safe,Moderate,Excellent,Definitely,Instagram,Partially,16949.9,Unfavorable,Full
TRP0004119,2024,1,Spring (Mar-May),Japan,Morocco,Leisure/Tourism,Group Tour,12,11,Air,Resort,Visa-Free,Online Travel Agency,60,1518.17,18218.04,62.41,5,Public Transport,Yes,Yes,Satisfied,3,Neutral,Mild,Good,Probably,Facebook,No,2398.6,Favorable,Full
TRP0004120,2023,1,Winter (Dec-Feb),China,New Zealand,Honeymoon,Business Traveler,1,20,Rail,Guesthouse,Visa-Free,Mobile App,21,5489.81,5489.81,98.25,2,Rental Car,Yes,No,Neutral,4,Neutral,Moderate,Good,Probably,Instagram,Yes,14.5,Neutral,None
TRP0004121,2023,2,Winter (Dec-Feb),France,Australia,Business,Couple,1,3,Ferry,Airbnb/Vacation Rental,Embassy Visa,Direct Hotel/Airline,25,728.27,728.27,16.05,2,Taxi/Ride-share,No,Yes,Satisfied,5,Safe,Mild,Average,Definitely,None,Partially,154.0,Neutral,Full
TRP0004122,2021,7,Summer (Jun-Aug),Saudi Arabia,Malaysia,Leisure/Tourism,Family,3,9,Air,Airbnb/Vacation Rental,Embassy Visa,Corporate Booking,48,668.45,2005.35,246.48,3,Public Transport,Yes,No,Satisfied,2,Safe,Mild,Good,Definitely,Multiple Platforms,Yes,747.6,Very Unfavorable,Full
TRP0004123,2021,1,Autumn (Sep-Nov),Canada,Italy,Family Visit,Solo,1,8,Road,4-Star Hotel,Embassy Visa,Online Travel Agency,26,3430.36,3430.36,64.07,6,Taxi/Ride-share,Yes,No,Very Dissatisfied,4,Very Safe,Moderate,Good,Probably,Multiple Platforms,Partially,18.2,Very Favorable,Partial
TRP0004124,2020,11,Spring (Mar-May),Spain,Spain,Business,Solo,1,3,Air,3-Star Hotel,Embassy Visa,Online Travel Agency,7,3973.98,3973.98,64.58,3,Walking/Cycling,No,No,Satisfied,2,Safe,Moderate,No WiFi,Probably,Multiple Platforms,Yes,829.5,Very Favorable,Full
TRP0004125,2023,6,Summer (Jun-Aug),Mexico,France,Medical Tourism,Couple,1,14,Air,Camping/Glamping,Visa on Arrival,Mobile App,8,519.87,519.87,68.92,3,Rental Car,Yes,Yes,Satisfied,4,Safe,Mild,Excellent,Maybe,Multiple Platforms,Partially,835.7,Very Favorable,Full
TRP0004126,2022,6,Summer (Jun-Aug),Australia,Turkey,Family Visit,Family,3,8,Air,4-Star Hotel,E-Visa,Travel Agent,33,1035.47,3106.41,15.67,1,Walking/Cycling,Yes,No,Very Satisfied,5,Safe,None,Good,Probably,Facebook,No,404.8,Favorable,Full
TRP0004127,2021,5,Autumn (Sep-Nov),Pakistan,Singapore,Medical Tourism,Family,6,19,Air,Airbnb/Vacation Rental,Visa-Free,Travel Agent,48,2426.61,14559.66,87.89,4,Public Transport,Yes,No,Very Satisfied,4,Safe,Moderate,Good,Definitely,Instagram,Partially,5168.1,Neutral,Full
TRP0004128,2022,7,Spring (Mar-May),Canada,Japan,Honeymoon,Couple,1,12,Road,5-Star Hotel,E-Visa,Mobile App,36,11137.28,11137.28,51.08,3,Taxi/Ride-share,No,No,Satisfied,4,Safe,None,Good,Probably Not,Instagram,No,97.6,Neutral,Full
TRP0004129,2022,5,Autumn (Sep-Nov),Canada,New Zealand,Leisure/Tourism,Solo,1,15,Air,4-Star Hotel,Visa-Free,Online Travel Agency,25,3722.59,3722.59,80.75,4,Walking/Cycling,No,Yes,Neutral,5,Safe,None,Good,Maybe,Instagram,Partially,249.7,Unfavorable,Partial
TRP0004130,2023,3,Spring (Mar-May),France,Japan,Adventure/Sports,Family,3,3,Cruise Ship,4-Star Hotel,Visa-Free,Direct Hotel/Airline,34,845.42,2536.26,62.71,7,Public Transport,No,Yes,Very Satisfied,5,Safe,Mild,Average,Definitely,Instagram,Yes,1616.8,Very Favorable,None
TRP0004131,2022,4,Summer (Jun-Aug),Mexico,UK,Family Visit,Couple,2,4,Air,5-Star Hotel,Visa on Arrival,Online Travel Agency,41,3966.86,7933.72,61.62,5,Taxi/Ride-share,Yes,No,Very Satisfied,4,Safe,None,Good,Definitely,Facebook,Partially,510.4,Very Favorable,Full
TRP0004132,2023,2,Spring (Mar-May),Russia,Greece,Business,Business Traveler,1,3,Road,Resort,E-Visa,Travel Agent,56,3138.93,3138.93,56.25,4,Tour Bus,No,Yes,Neutral,5,Unsafe,Moderate,Poor,Definitely,None,No,119.1,Very Favorable,Partial
TRP0004133,2023,6,Summer (Jun-Aug),Russia,Italy,Business,Business Traveler,1,5,Air,Budget Hotel/Hostel,E-Visa,Online Travel Agency,32,1176.29,1176.29,119.18,7,Walking/Cycling,Yes,No,Neutral,4,Very Safe,None,Good,Probably,Multiple Platforms,Partially,136.7,Neutral,Full
TRP0004134,2021,7,Spring (Mar-May),Brazil,Australia,Medical Tourism,Family,6,24,Rail,4-Star Hotel,Visa on Arrival,Direct Hotel/Airline,19,3037.06,18222.36,40.87,6,Taxi/Ride-share,No,Yes,Very Satisfied,5,Safe,None,No WiFi,Probably,Facebook,No,218.0,Unfavorable,Full
TRP0004135,2019,8,Summer (Jun-Aug),Pakistan,New Zealand,Family Visit,Family,4,9,Rail,Budget Hotel/Hostel,Embassy Visa,Corporate Booking,25,553.43,2213.72,53.92,6,Public Transport,Yes,Yes,Very Satisfied,4,Neutral,None,Good,Probably Not,Twitter/X,No,66.7,Neutral,Full
TRP0004136,2022,7,Summer (Jun-Aug),Spain,Morocco,Leisure/Tourism,Couple,1,3,Rail,4-Star Hotel,Embassy Visa,Direct Hotel/Airline,68,7875.47,7875.47,56.7,9,Walking/Cycling,Yes,Yes,Satisfied,4,Unsafe,Mild,Excellent,Probably,Twitter/X,Partially,25.5,Neutral,Full
TRP0004137,2024,1,Winter (Dec-Feb),Japan,Greece,Family Visit,Family,5,13,Air,3-Star Hotel,Visa on Arrival,Online Travel Agency,17,1808.04,9040.2,122.99,2,Public Transport,Yes,No,Very Satisfied,5,Very Safe,None,Average,Definitely,None,No,3973.2,Favorable,Partial
TRP0004138,2021,2,Spring (Mar-May),Australia,Spain,Religious/Pilgrimage,Couple,1,9,Road,5-Star Hotel,Visa-Free,Online Travel Agency,107,5775.7,5775.7,96.96,3,Taxi/Ride-share,Yes,No,Satisfied,1,Neutral,Severe,Good,Maybe,TikTok,Partially,87.3,Very Unfavorable,Partial
TRP0004139,2023,1,Autumn (Sep-Nov),Canada,Malaysia,Business,Couple,2,2,Road,5-Star Hotel,Visa-Free,Travel Agent,78,4991.11,9982.22,70.23,5,Taxi/Ride-share,No,No,Very Satisfied,5,Safe,Mild,Average,Probably,Instagram,No,121.5,Neutral,None
TRP0004140,2021,3,Spring (Mar-May),Australia,Egypt,Leisure/Tourism,Solo,1,18,Rail,Camping/Glamping,Visa-Free,Travel Agent,14,1110.86,1110.86,90.77,4,Taxi/Ride-share,Yes,Yes,Satisfied,3,Safe,Severe,Good,Definitely,Multiple Platforms,Partially,20.5,Favorable,Full
TRP0004141,2022,8,Winter (Dec-Feb),Brazil,Japan,Family Visit,Solo,1,11,Rail,3-Star Hotel,Visa-Free,Online Travel Agency,42,6192.48,6192.48,216.12,3,Public Transport,Yes,No,Satisfied,4,Safe,Mild,Good,Definitely,YouTube,Yes,9.1,Neutral,Full
TRP0004142,2021,7,Summer (Jun-Aug),Pakistan,Italy,Religious/Pilgrimage,Couple,1,15,Air,Resort,Embassy Visa,Direct Hotel/Airline,40,3996.19,3996.19,71.05,11,Public Transport,Yes,No,Very Satisfied,5,Unsafe,Severe,Good,Definitely,Facebook,Yes,690.9,Favorable,Full
TRP0004143,2023,11,Spring (Mar-May),Brazil,Australia,Education,Family,4,35,Air,Airbnb/Vacation Rental,E-Visa,Mobile App,20,1387.02,5548.08,65.13,5,Public Transport,No,No,Very Satisfied,4,Unsafe,Mild,Excellent,Maybe,Multiple Platforms,Partially,1942.7,Favorable,None
TRP0004144,2022,5,Summer (Jun-Aug),India,Turkey,Family Visit,Solo,1,5,Air,Budget Hotel/Hostel,E-Visa,Online Travel Agency,36,581.67,581.67,48.7,9,Public Transport,Yes,No,Satisfied,5,Very Safe,None,Excellent,Probably Not,Instagram,Partially,453.3,Unfavorable,Partial
TRP0004145,2024,9,Winter (Dec-Feb),Italy,New Zealand,Education,Family,4,34,Air,3-Star Hotel,Visa-Free,Direct Hotel/Airline,27,1365.59,5462.36,127.33,5,Tour Bus,No,No,Very Satisfied,5,Neutral,Moderate,Good,Definitely,Instagram,No,699.2,Unfavorable,Full
TRP0004146,2024,11,Summer (Jun-Aug),Pakistan,France,Leisure/Tourism,Couple,1,16,Air,3-Star Hotel,E-Visa,Travel Agent,43,1112.5,1112.5,78.32,3,Public Transport,No,No,Satisfied,4,Safe,Moderate,Poor,Probably,Facebook,Yes,336.5,Very Unfavorable,None
TRP0004147,2024,12,Autumn (Sep-Nov),Turkey,Turkey,Cultural Exchange,Couple,2,17,Road,3-Star Hotel,Visa on Arrival,Mobile App,31,2111.66,4223.32,106.83,7,Rental Car,Yes,Yes,Dissatisfied,4,Safe,Mild,Good,Maybe,Instagram,Partially,290.2,Neutral,Full
TRP0004148,2023,7,Autumn (Sep-Nov),Germany,Morocco,Adventure/Sports,Couple,1,15,Air,4-Star Hotel,E-Visa,Direct Hotel/Airline,46,3035.38,3035.38,127.52,3,Public Transport,No,Yes,Neutral,4,Neutral,None,Poor,Probably,Twitter/X,No,245.7,Favorable,None
TRP0004149,2022,3,Autumn (Sep-Nov),France,France,Leisure/Tourism,Family,6,12,Rail,Resort,E-Visa,Corporate Booking,13,5556.62,33339.72,38.3,7,Public Transport,Yes,No,Dissatisfied,3,Very Safe,Moderate,Good,Probably,TikTok,No,131.5,Favorable,Partial
TRP0004150,2019,11,Spring (Mar-May),Pakistan,France,Honeymoon,Family,4,9,Air,3-Star Hotel,Visa-Free,Direct Hotel/Airline,38,1108.45,4433.8,135.32,6,Public Transport,Yes,No,Very Satisfied,4,Very Safe,Moderate,Poor,Definitely,Facebook,Partially,2837.5,Very Unfavorable,Partial
TRP0004151,2022,1,Autumn (Sep-Nov),France,Japan,Religious/Pilgrimage,Family,5,10,Rail,Budget Hotel/Hostel,Visa on Arrival,Online Travel Agency,14,1443.35,7216.75,23.47,4,Taxi/Ride-share,No,No,Satisfied,5,Safe,None,Excellent,Definitely,Instagram,No,264.4,Very Unfavorable,Partial
TRP0004152,2020,2,Winter (Dec-Feb),France,Malaysia,Medical Tourism,Group Tour,27,9,Air,Airbnb/Vacation Rental,Visa-Free,Online Travel Agency,57,2496.57,67407.39,166.01,1,Public Transport,No,Yes,Satisfied,5,Unsafe,Moderate,No WiFi,Probably,Multiple Platforms,No,16305.7,Favorable,Full
TRP0004153,2023,12,Winter (Dec-Feb),India,New Zealand,Family Visit,Group Tour,8,17,Rail,Resort,E-Visa,Online Travel Agency,16,5330.95,42647.6,37.04,3,Public Transport,Yes,No,Neutral,4,Very Safe,Mild,Good,Definitely Not,None,No,252.9,Very Favorable,Partial
TRP0004154,2023,4,Summer (Jun-Aug),France,Maldives,Business,Backpacker,2,2,Air,Guesthouse,E-Visa,Online Travel Agency,37,2606.31,5212.62,83.25,5,Taxi/Ride-share,Yes,Yes,Very Satisfied,3,Very Safe,None,Average,Probably,YouTube,No,298.2,Favorable,None
TRP0004155,2023,10,Winter (Dec-Feb),China,Malaysia,Leisure/Tourism,Business Traveler,1,17,Air,4-Star Hotel,Visa on Arrival,Direct Hotel/Airline,9,2019.92,2019.92,139.44,7,Taxi/Ride-share,No,No,Neutral,4,Unsafe,Mild,Good,Probably,Instagram,No,92.7,Favorable,Full
TRP0004156,2024,5,Autumn (Sep-Nov),Mexico,Thailand,Leisure/Tourism,Business Traveler,1,6,Air,5-Star Hotel,Visa-Free,Online Travel Agency,19,6184.73,6184.73,85.07,1,Rental Car,Yes,No,Neutral,3,Unsafe,None,Excellent,Probably,Instagram,No,805.5,Neutral,Full
TRP0004157,2021,9,Winter (Dec-Feb),France,Indonesia,Adventure/Sports,Family,4,5,Road,4-Star Hotel,E-Visa,Online Travel Agency,39,3363.21,13452.84,206.07,6,Taxi/Ride-share,No,Yes,Very Satisfied,5,Very Safe,None,Poor,Probably,Facebook,Yes,472.5,Neutral,Full
TRP0004158,2019,9,Spring (Mar-May),Canada,Maldives,Leisure/Tourism,Solo,1,18,Air,Airbnb/Vacation Rental,Embassy Visa,Corporate Booking,147,841.56,841.56,12.51,3,Boat,No,Yes,Satisfied,4,Very Safe,Moderate,Good,Probably Not,None,Yes,370.1,Very Unfavorable,Full
TRP0004159,2024,3,Summer (Jun-Aug),Netherlands,Italy,Leisure/Tourism,Solo,1,18,Road,Airbnb/Vacation Rental,Visa-Free,Travel Agent,148,1233.92,1233.92,99.19,3,Walking/Cycling,No,No,Very Satisfied,5,Safe,Moderate,Excellent,Definitely,Instagram,Partially,104.1,Very Unfavorable,Full
TRP0004160,2019,3,Winter (Dec-Feb),Turkey,Canada,Leisure/Tourism,Group Tour,17,17,Rail,4-Star Hotel,E-Visa,Online Travel Agency,13,1298.1,22067.7,91.54,6,Rental Car,Yes,No,Very Satisfied,4,Very Safe,None,Excellent,Probably,Facebook,Yes,917.8,Favorable,Partial
TRP0004161,2020,6,Summer (Jun-Aug),USA,Australia,Digital Nomad,Family,3,43,Rail,Airbnb/Vacation Rental,Visa on Arrival,Travel Agent,22,911.85,2735.55,53.69,4,Public Transport,No,No,Very Dissatisfied,5,Very Unsafe,Severe,Good,Definitely Not,TikTok,No,100.6,Very Favorable,Full
TRP0004162,2019,11,Spring (Mar-May),Russia,France,Religious/Pilgrimage,Solo,1,18,Air,Budget Hotel/Hostel,Visa-Free,Online Travel Agency,76,744.58,744.58,54.21,6,Public Transport,Yes,Yes,Very Dissatisfied,4,Safe,None,Poor,Maybe,Instagram,No,363.3,Very Favorable,Full
TRP0004163,2024,3,Autumn (Sep-Nov),Netherlands,Turkey,Adventure/Sports,Solo,1,20,Air,5-Star Hotel,Visa-Free,Mobile App,9,11386.21,11386.21,50.51,3,Taxi/Ride-share,Yes,No,Very Satisfied,4,Very Safe,Severe,Average,Probably Not,Multiple Platforms,Partially,430.5,Very Favorable,Full
TRP0004164,2024,10,Autumn (Sep-Nov),UK,Japan,Leisure/Tourism,Business Traveler,1,17,Air,5-Star Hotel,Visa on Arrival,Direct Hotel/Airline,85,3244.01,3244.01,35.6,4,Taxi/Ride-share,Yes,Yes,Satisfied,5,Very Safe,None,Average,Probably,Facebook,No,718.2,Very Favorable,Partial
TRP0004165,2022,3,Spring (Mar-May),Russia,Spain,Business,Backpacker,2,5,Air,Guesthouse,Embassy Visa,Direct Hotel/Airline,27,2076.05,4152.1,75.62,3,Public Transport,No,No,Satisfied,4,Very Safe,None,No WiFi,Definitely,None,Yes,662.4,Very Favorable,None
TRP0004166,2024,8,Spring (Mar-May),Saudi Arabia,Singapore,Leisure/Tourism,Business Traveler,1,10,Air,Guesthouse,Visa-Free,Direct Hotel/Airline,49,2273.92,2273.92,73.24,6,Boat,No,No,Dissatisfied,3,Neutral,None,Good,Definitely,Instagram,No,323.7,Very Favorable,Partial
TRP0004167,2019,5,Summer (Jun-Aug),France,Greece,Leisure/Tourism,Family,3,6,Road,Airbnb/Vacation Rental,Visa on Arrival,Travel Agent,55,1230.58,3691.74,35.39,3,Public Transport,No,No,Satisfied,4,Safe,Severe,Good,Maybe,Instagram,Partially,142.3,Favorable,None
TRP0004168,2022,6,Summer (Jun-Aug),Spain,USA,Medical Tourism,Group Tour,10,8,Road,3-Star Hotel,Visa-Free,Online Travel Agency,22,2622.11,26221.1,35.36,2,Taxi/Ride-share,Yes,No,Dissatisfied,2,Neutral,None,Excellent,Definitely,Instagram,Yes,738.6,Unfavorable,Full
TRP0004169,2024,5,Autumn (Sep-Nov),Turkey,France,Honeymoon,Backpacker,1,13,Air,Budget Hotel/Hostel,Embassy Visa,Direct Hotel/Airline,28,1806.89,1806.89,58.45,4,Rental Car,No,Yes,Very Satisfied,4,Safe,Severe,Excellent,Probably,Twitter/X,No,240.8,Neutral,Full
TRP0004170,2023,3,Autumn (Sep-Nov),Netherlands,Morocco,Leisure/Tourism,Family,3,8,Road,3-Star Hotel,E-Visa,Direct Hotel/Airline,36,1049.15,3147.45,100.62,4,Rental Car,No,Yes,Neutral,4,Safe,Mild,Excellent,Definitely,TikTok,No,435.6,Very Unfavorable,Full
TRP0004171,2019,6,Autumn (Sep-Nov),UAE,Australia,Religious/Pilgrimage,Solo,1,18,Air,3-Star Hotel,E-Visa,Mobile App,55,2871.86,2871.86,42.77,4,Taxi/Ride-share,No,No,Dissatisfied,4,Neutral,None,Good,Definitely,Multiple Platforms,Partially,284.8,Neutral,Full
TRP0004172,2024,11,Spring (Mar-May),Brazil,Turkey,Family Visit,Group Tour,8,10,Air,Budget Hotel/Hostel,Visa-Free,Online Travel Agency,13,874.25,6994.0,94.75,5,Public Transport,No,No,Satisfied,5,Unsafe,Moderate,Excellent,Maybe,Facebook,Yes,4020.9,Neutral,Full
TRP0004173,2021,10,Spring (Mar-May),Japan,Japan,Religious/Pilgrimage,Business Traveler,1,19,Air,Airbnb/Vacation Rental,E-Visa,Direct Hotel/Airline,29,1975.91,1975.91,21.69,2,Public Transport,Yes,No,Neutral,5,Very Safe,Mild,Average,Probably Not,None,Partially,743.6,Favorable,Full
TRP0004174,2019,5,Winter (Dec-Feb),Mexico,France,Education,Group Tour,11,130,Air,Budget Hotel/Hostel,Embassy Visa,Corporate Booking,12,540.44,5944.84,98.53,4,Public Transport,Yes,Yes,Neutral,4,Safe,Mild,Excellent,Probably Not,Instagram,No,7997.4,Neutral,Full
TRP0004175,2020,6,Spring (Mar-May),France,UK,Adventure/Sports,Couple,1,17,Air,Airbnb/Vacation Rental,E-Visa,Direct Hotel/Airline,22,1149.24,1149.24,89.81,4,Public Transport,No,Yes,Satisfied,4,Safe,Moderate,Average,Definitely,Instagram,No,237.5,Very Unfavorable,Full
TRP0004176,2019,6,Spring (Mar-May),Russia,Turkey,Leisure/Tourism,Family,3,6,Air,Resort,E-Visa,Direct Hotel/Airline,172,6069.93,18209.79,49.71,12,Taxi/Ride-share,No,No,Very Satisfied,3,Neutral,None,Good,Maybe,None,No,2528.2,Neutral,Full
TRP0004177,2019,12,Winter (Dec-Feb),Russia,Greece,Honeymoon,Family,6,14,Air,3-Star Hotel,Visa on Arrival,Online Travel Agency,29,979.16,5874.96,38.55,4,Taxi/Ride-share,Yes,No,Satisfied,5,Unsafe,None,Good,Definitely,TikTok,Partially,3309.0,Neutral,Full
TRP0004178,2020,10,Autumn (Sep-Nov),Russia,Malaysia,Religious/Pilgrimage,Backpacker,1,11,Air,Airbnb/Vacation Rental,Visa-Free,Online Travel Agency,36,2782.15,2782.15,22.65,7,Walking/Cycling,No,No,Very Satisfied,5,Safe,Moderate,Good,Probably Not,Multiple Platforms,No,609.9,Favorable,Full
TRP0004179,2022,8,Winter (Dec-Feb),Australia,Australia,Business,Family,5,4,Ferry,Airbnb/Vacation Rental,Visa-Free,Travel Agent,14,4058.5,20292.5,113.36,3,Public Transport,Yes,Yes,Very Satisfied,5,Safe,Moderate,Excellent,Definitely,Instagram,Yes,330.0,Very Favorable,Full
TRP0004180,2022,8,Spring (Mar-May),Russia,Morocco,Adventure/Sports,Group Tour,10,9,Cruise Ship,Budget Hotel/Hostel,E-Visa,Direct Hotel/Airline,63,874.48,8744.8,48.56,4,Rental Car,Yes,Yes,Dissatisfied,5,Very Safe,None,Excellent,Maybe,TikTok,No,5876.7,Unfavorable,Full
TRP0004181,2023,11,Winter (Dec-Feb),Mexico,Egypt,Business,Family,6,4,Ferry,3-Star Hotel,E-Visa,Online Travel Agency,74,1102.33,6613.98,60.86,4,Tour Bus,Yes,Yes,Satisfied,4,Safe,Mild,Average,Definitely,TikTok,Partially,870.0,Unfavorable,Full
TRP0004182,2022,12,Summer (Jun-Aug),China,Switzerland,Education,Business Traveler,1,121,Air,4-Star Hotel,E-Visa,Mobile App,40,13967.08,13967.08,94.44,4,Taxi/Ride-share,Yes,Yes,Satisfied,4,Safe,Moderate,Excellent,Probably Not,Instagram,Yes,487.5,Neutral,None
TRP0004183,2023,8,Winter (Dec-Feb),Russia,France,Medical Tourism,Solo,1,13,Air,4-Star Hotel,Visa on Arrival,Online Travel Agency,25,7408.39,7408.39,20.95,9,Public Transport,Yes,No,Neutral,5,Very Safe,Mild,Good,Definitely,TikTok,Partially,266.8,Neutral,Full
TRP0004184,2024,2,Spring (Mar-May),USA,Thailand,Business,Couple,2,5,Air,Budget Hotel/Hostel,Visa on Arrival,Corporate Booking,4,687.58,1375.16,34.32,3,Public Transport,Yes,No,Very Satisfied,2,Safe,Mild,Poor,Definitely,Facebook,Partially,562.2,Neutral,Partial
TRP0004185,2020,5,Autumn (Sep-Nov),China,Australia,Leisure/Tourism,Family,3,19,Air,3-Star Hotel,E-Visa,Online Travel Agency,20,1489.61,4468.83,131.31,2,Public Transport,No,Yes,Satisfied,4,Very Safe,Mild,Excellent,Definitely,Twitter/X,Yes,2091.3,Neutral,Partial
TRP0004186,2023,7,Winter (Dec-Feb),Japan,UK,Leisure/Tourism,Family,4,17,Air,Resort,Visa on Arrival,Corporate Booking,11,2274.52,9098.08,89.53,7,Rental Car,Yes,No,Very Satisfied,5,Safe,None,Good,Definitely,Facebook,No,2961.8,Unfavorable,Full
TRP0004187,2024,3,Autumn (Sep-Nov),UK,Australia,Leisure/Tourism,Solo,1,4,Air,5-Star Hotel,Embassy Visa,Online Travel Agency,21,3067.39,3067.39,109.4,6,Taxi/Ride-share,Yes,No,Satisfied,5,Safe,Moderate,Average,Probably Not,YouTube,Yes,235.1,Unfavorable,Full
TRP0004188,2024,11,Autumn (Sep-Nov),Japan,France,Adventure/Sports,Group Tour,14,7,Air,Resort,Visa-Free,Direct Hotel/Airline,33,1504.23,21059.22,116.26,3,Rental Car,Yes,Yes,Very Satisfied,3,Unsafe,Moderate,Average,Probably,Instagram,No,2437.9,Unfavorable,Full
TRP0004189,2023,7,Autumn (Sep-Nov),Canada,Maldives,Leisure/Tourism,Family,5,6,Air,Budget Hotel/Hostel,Visa on Arrival,Direct Hotel/Airline,29,916.92,4584.6,49.57,3,Rental Car,No,Yes,Very Dissatisfied,3,Very Safe,None,Good,Probably,TikTok,No,3077.8,Unfavorable,Full
TRP0004190,2022,9,Autumn (Sep-Nov),South Korea,Greece,Leisure/Tourism,Business Traveler,1,10,Air,3-Star Hotel,Visa-Free,Travel Agent,9,931.58,931.58,89.66,6,Walking/Cycling,No,Yes,Satisfied,3,Safe,Mild,Good,Probably,YouTube,Partially,249.4,Neutral,Full
TRP0004191,2024,9,Summer (Jun-Aug),France,Japan,Medical Tourism,Family,4,23,Air,4-Star Hotel,Visa-Free,Online Travel Agency,24,8227.45,32909.8,45.45,4,Boat,No,Yes,Very Satisfied,3,Neutral,None,Good,Maybe,None,No,3393.6,Unfavorable,Full
TRP0004192,2023,3,Summer (Jun-Aug),Turkey,Maldives,Religious/Pilgrimage,Couple,1,19,Air,Budget Hotel/Hostel,Visa-Free,Online Travel Agency,149,623.61,623.61,38.55,5,Public Transport,No,Yes,Neutral,4,Neutral,Moderate,Average,Definitely,Facebook,Partially,406.8,Favorable,Full
TRP0004193,2024,8,Autumn (Sep-Nov),UAE,France,Business,Couple,2,4,Air,4-Star Hotel,Embassy Visa,Mobile App,13,6354.52,12709.04,138.62,1,Taxi/Ride-share,No,No,Very Dissatisfied,4,Safe,Mild,Good,Probably,YouTube,Partially,1099.0,Favorable,None
TRP0004194,2022,3,Spring (Mar-May),India,Greece,Business,Solo,1,6,Air,Resort,E-Visa,Online Travel Agency,38,970.34,970.34,94.24,3,Public Transport,Yes,Yes,Satisfied,3,Neutral,Moderate,Average,Definitely,None,No,540.9,Unfavorable,Full
TRP0004195,2024,8,Winter (Dec-Feb),USA,Maldives,Family Visit,Business Traveler,1,16,Air,4-Star Hotel,Visa-Free,Online Travel Agency,28,6004.75,6004.75,130.18,3,Taxi/Ride-share,No,No,Satisfied,5,Safe,Moderate,Average,Probably,Facebook,Yes,847.1,Favorable,Full
TRP0004196,2023,5,Winter (Dec-Feb),Australia,Egypt,Family Visit,Family,3,19,Road,Budget Hotel/Hostel,Visa-Free,Online Travel Agency,37,340.08,1020.24,27.2,4,Tour Bus,No,No,Satisfied,4,Unsafe,None,Excellent,Definitely,Facebook,Partially,128.7,Favorable,Partial
TRP0004197,2019,4,Autumn (Sep-Nov),UK,Egypt,Education,Solo,1,100,Air,3-Star Hotel,E-Visa,Corporate Booking,16,1526.76,1526.76,342.2,7,Taxi/Ride-share,Yes,No,Satisfied,5,Neutral,None,Average,Maybe,Instagram,Yes,549.5,Unfavorable,Full
